id,brand,model,price,price_range,year,engine,fuel_type,transmission,url,source
349,VW,Crafter,,Non spécifié,,,,,https://neuf.kifal.ma/VOLKSWAGEN/Crafter,kifal.ma
350,VW,Crafter Ii - Ph2 - 2.0 Tdi 35 Bvm 140Chdieselmanuelle8 Cv570 000Dh,570000,500k - 800k,,2.0 TDI,DIESEL,MANUELLE,https://neuf.kifal.ma/VOLKSWAGEN/Crafter/crafter-ii-ph2-2.0-tdi-35-bvm-140ch.htm,kifal.ma
351,VW,Crafter Ii - Ph2 - 2.0 Tdi 50 Bvm 140Chdieselmanuelle8 Cv610 000Dh,610000,500k - 800k,,2.0 TDI,DIESEL,MANUELLE,https://neuf.kifal.ma/VOLKSWAGEN/Crafter/crafter-ii-ph2-2.0-tdi-50-bvm-140ch.htm,kifal.ma
352,VW,Touareg,,Non spécifié,,,,,https://neuf.kifal.ma/VOLKSWAGEN/Touareg,kifal.ma
353,VW,Touareg Iii - Ph2 - 3.0 V6 Tdi Elegance Bva 286Chdieselautomatique12 Cv630 000Dh,630000,500k - 800k,,6 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/VOLKSWAGEN/Touareg/touareg-iii-ph2-3.0-v6-tdi-elegance-bva-286ch.htm,kifal.ma
354,VW,Touareg Iii - Ph2 - 3.0 V6 Tdi Executive Bva 286Chdieselautomatique12 Cv750 000Dh,750000,500k - 800k,,6 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/VOLKSWAGEN/Touareg/touareg-iii-ph2-3.0-v6-tdi-executive-bva-286ch.htm,kifal.ma
355,VW,Touareg Iii - Ph2 - 3.0 V6 Tdi R-Line Bva 286Chdieselautomatique12 Cv890 000Dh,890000,800k - 1.5M,,6 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/VOLKSWAGEN/Touareg/touareg-iii-ph2-3.0-v6-tdi-r-line-bva-286ch.htm,kifal.ma
356,VW,Politique De Confidentialite,,Non spécifié,,,,,https://neuf.kifal.ma/privacy-policy,kifal.ma
357,VW,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
358,VW,Contact@Kifal-Auto.Ma,,Non spécifié,,,,AUTOMATIQUE,"mailto:contact@kifal-auto.ma""",kifal.ma
359,VW,Trouver Voiture Neuf,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
360,VW,Trouver Voiture Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
361,VW,Reprise,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
362,VW,Financement,,Non spécifié,,,,,https://occasion.kifal.ma/credit-auto,kifal.ma
363,VW,Bmw,,Non spécifié,,,,,https://neuf.kifal.ma/BMW,kifal.ma
364,VW,Audi,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI,kifal.ma
365,VW,Porsche,,Non spécifié,,,,,https://neuf.kifal.ma/PORSCHE,kifal.ma
366,VW,Jeep,,Non spécifié,,,,,https://neuf.kifal.ma/JEEP,kifal.ma
367,VW,Mini,,Non spécifié,,,,,https://neuf.kifal.ma/MINI,kifal.ma
368,VW,Volvo,,Non spécifié,,,,,https://neuf.kifal.ma/VOLVO,kifal.ma
369,VW,Lexus,,Non spécifié,,,,,https://neuf.kifal.ma/LEXUS,kifal.ma
370,VW,Maserati,,Non spécifié,,,,,https://neuf.kifal.ma/MASERATI,kifal.ma
371,VW,Cupra,,Non spécifié,,,,,https://neuf.kifal.ma/CUPRA,kifal.ma
372,VW,Ds,,Non spécifié,,,,,https://neuf.kifal.ma/DS,kifal.ma
373,VW,Kia,,Non spécifié,,,,,https://neuf.kifal.ma/KIA,kifal.ma
374,VW,Hyundai,,Non spécifié,,,,,https://neuf.kifal.ma/HYUNDAI,kifal.ma
375,VW,Toyota,,Non spécifié,,,,,https://neuf.kifal.ma/TOYOTA,kifal.ma
376,VW,Dacia,,Non spécifié,,,,,https://neuf.kifal.ma/DACIA,kifal.ma
377,VW,Ford,,Non spécifié,,,,,https://neuf.kifal.ma/FORD,kifal.ma
378,VW,Peugeot,,Non spécifié,,,,,https://neuf.kifal.ma/PEUGEOT,kifal.ma
379,VW,Citroen,,Non spécifié,,,,,https://neuf.kifal.ma/CITROEN,kifal.ma
380,VW,Skoda,,Non spécifié,,,,,https://neuf.kifal.ma/SKODA,kifal.ma
381,VW,Fiat,,Non spécifié,,,,,https://neuf.kifal.ma/FIAT,kifal.ma
382,VW,C-Hr,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=C-HR,kifal.ma
383,VW,Docker,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Dokker,kifal.ma
384,VW,2008,,Non spécifié,2008,,,,https://neuf.kifal.ma/search?modele=2008,kifal.ma
385,VW,Duster,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=DUSTER,kifal.ma
386,VW,Giulia,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Giulia,kifal.ma
387,AUDI,07 01 07 07 27,,Non spécifié,,,,,tel:+212 7 01 07 07 27,kifal.ma
388,AUDI,&Nbspachetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
389,AUDI,Vendez Votre Voiture,,Non spécifié,,,,,https://occasion.kifal.ma/vendre,kifal.ma
390,AUDI,العربية,,Non spécifié,,,,,https://neuf.kifal.ma/locale/ar,kifal.ma
391,AUDI,Accueil,,Non spécifié,,,,,https://neuf.kifal.ma,kifal.ma
392,AUDI,Recherche,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
393,AUDI,0Comparer,,Non spécifié,,,,,javascript:;,kifal.ma
394,AUDI,Achetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
395,AUDI,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000 ...",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
396,AUDI,Lundi -Samedi De 09:00 A 19:00,,Non spécifié,,,,,javascript:;,kifal.ma
397,AUDI,Plus De Filtre,,Non spécifié,,,,,https://neuf.kifal.ma#collapseAdvanceSearch,kifal.ma
398,AUDI,A1 Sportbackpromo Jusqu'A 16 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/A1%20Sportback,kifal.ma
399,AUDI,A1 Sportback Ii - Ph1 - 30 Tfsi Urban Bva 116Chessenceautomatique6 Cv356 000Dh299 000Dh,356000,300k - 500k,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A1%20Sportback/a1-sportback-ii-ph1-30-tfsi-urban-bva-116ch.htm,kifal.ma
400,AUDI,A1 Sportback Ii - Ph1 - 30 Tfsi S-Line Bva 116Chessenceautomatique6 Cv393 000Dh,393000,300k - 500k,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A1%20Sportback/a1-sportback-ii-ph1-30-tfsi-s-line-bva-116ch.htm,kifal.ma
401,AUDI,A3 Sportbackpromo Jusqu'A 3 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/A3%20Sportback,kifal.ma
402,AUDI,A3 Sportback Iv - Ph2 - 35 Tdi Dynamic Bva 150Chdieselautomatique8 Cv370 000Dh359 000Dh,370000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Sportback/a3-sportback-iv-ph2-35-tdi-dynamic-bva-150ch.htm,kifal.ma
403,AUDI,A3 Sportback Iv - Ph2 - 35 Tdi Emotion Bva 150Chdieselautomatique8 Cv412 000Dh,412000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Sportback/a3-sportback-iv-ph2-35-tdi-emotion-bva-150ch.htm,kifal.ma
404,AUDI,A3 Sportback Iv - Ph2 - 35 Tdi Performance Bva 150Chdieselautomatique8 Cv455 000Dh,455000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Sportback/a3-sportback-iv-ph2-35-tdi-performance-bva-150ch.htm,kifal.ma
405,AUDI,A3 Sportback Iv - Ph2 - 35 Tdi S-Line Bva 150Chdieselautomatique8 Cv503 000Dh,503000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Sportback/a3-sportback-iv-ph2-35-tdi-s-line-bva-150ch.htm,kifal.ma
406,AUDI,A3 Berline,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/A3%20Berline,kifal.ma
407,AUDI,A3 Berline Iv - Ph2 - 35 Tdi Dynamic Bva 150Chdieselautomatique8 Cv386 000Dh,386000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Berline/a3-berline-iv-ph2-35-tdi-dynamic-bva-150ch.htm,kifal.ma
408,AUDI,A3 Berline Iv - Ph2 - 35 Tdi Emotion Bva 150Chdieselautomatique8 Cv428 000Dh,428000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Berline/a3-berline-iv-ph2-35-tdi-emotion-bva-150ch.htm,kifal.ma
409,AUDI,A3 Berline Iv - Ph2 - 35 Tdi Performance Bva 150Chdieselautomatique8 Cv471 000Dh,471000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Berline/a3-berline-iv-ph2-35-tdi-performance-bva-150ch.htm,kifal.ma
410,AUDI,A3 Berline Iv - Ph2 - 35 Tdi S-Line Bva 150Chdieselautomatique8 Cv540 000Dh,540000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A3%20Berline/a3-berline-iv-ph2-35-tdi-s-line-bva-150ch.htm,kifal.ma
411,AUDI,Q2Promo Jusqu'A 8 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/Q2,kifal.ma
412,AUDI,Q2 I - Ph2 - 35 Tdi Techno Bva 150Chdieselautomatique8 Cv387 000Dh355 000Dh,387000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q2/q2-i-ph2-35-tdi-techno-bva-150ch.htm,kifal.ma
413,AUDI,Q2 I - Ph2 - 35 Tdi Design Bva 150Chdieselautomatique8 Cv424 000Dh,424000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q2/q2-i-ph2-35-tdi-design-bva-150ch.htm,kifal.ma
414,AUDI,Q2 I - Ph2 - 35 Tdi S-Line + Bva 150Chdieselautomatique8 Cv467 000Dh,467000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q2/q2-i-ph2-35-tdi-s-line-plus-bva-150ch.htm,kifal.ma
415,AUDI,Q3Promo Jusqu'A 9 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/Q3,kifal.ma
416,AUDI,Q3 Ii - Ph2 - 35 Tdi Urban Bva 150Chdieselautomatique8 Cv461 000Dh419 000Dh,461000,300k - 500k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3/q3-ii-ph2-35-tdi-urban-bva-150ch.htm,kifal.ma
417,AUDI,Q3 Ii - Ph2 - 35 Tdi Advanced Bva 150Chdieselautomatique8 Cv511 000Dh,511000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3/q3-ii-ph2-35-tdi-advanced-bva-150ch.htm,kifal.ma
418,AUDI,Q3 Ii - Ph2 - 35 Tdi Sport Bva 150Chdieselautomatique8 Cv540 000Dh,540000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3/q3-ii-ph2-35-tdi-sport-bva-150ch.htm,kifal.ma
419,AUDI,Q3 Ii - Ph2 - 40 Tdi S-Edition Bva 200Chdieselautomatique8 Cv652 000Dh,652000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3/q3-ii-ph2-40-tdi-s-edition-bva-200ch.htm,kifal.ma
420,AUDI,Q3 Sportback,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/Q3%20Sportback,kifal.ma
421,AUDI,Q3 Sportback Ii - Ph2 - 35 Tdi Dynamic Bva 150Chdieselautomatique8 Cv520 000Dh,520000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3%20Sportback/q3-sportback-ii-ph2-35-tdi-dynamic-bva-150ch.htm,kifal.ma
422,AUDI,Q3 Sportback Ii - Ph2 - 35 Tdi S-Line Bva 150Chdieselautomatique8 Cv600 000Dh,600000,500k - 800k,,35 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3%20Sportback/q3-sportback-ii-ph2-35-tdi-s-line-bva-150ch.htm,kifal.ma
423,AUDI,Q3 Sportback Ii - Ph2 - 40 Tdi S-Edition Bva 200Chdieselautomatique8 Cv705 000Dh,705000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q3%20Sportback/q3-sportback-ii-ph2-40-tdi-s-edition-bva-200ch.htm,kifal.ma
424,AUDI,Q5,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/Q5,kifal.ma
425,AUDI,Q5 Ii - Ph2 - 30 Tdi Dynamic Bva 136Chdieselautomatique8 Cv540 000Dh,540000,500k - 800k,,30 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5/q5-ii-ph2-30-tdi-dynamic-bva-136ch.htm,kifal.ma
426,AUDI,Q5 Ii - Ph2 - 30 Tdi S-Line Bva 136Chdieselautomatique8 Cv600 000Dh,600000,500k - 800k,,30 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5/q5-ii-ph2-30-tdi-s-line-bva-136ch.htm,kifal.ma
427,AUDI,A6Promo Jusqu'A 14 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/A6,kifal.ma
428,AUDI,A6 Vi - Ph1 - 40 Tdi Emotion Bva 204Chdieselautomatique8 Cv555 000Dh499 000Dh,555000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A6/a6-vi-ph1-40-tdi-emotion-bva-204ch.htm,kifal.ma
429,AUDI,A6 Vi - Ph1 - 40 Tdi Business Bva 204Chdieselautomatique8 Cv620 000Dh,620000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A6/a6-vi-ph1-40-tdi-business-bva-204ch.htm,kifal.ma
430,AUDI,A6 Vi - Ph1 - 40 Tdi S-Edition Bva 204Chdieselautomatique8 Cv835 000Dh,835000,800k - 1.5M,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A6/a6-vi-ph1-40-tdi-s-edition-bva-204ch.htm,kifal.ma
431,AUDI,A6 Vi - Ph1 - 50 Tdi S-Edition Bva 286Chdieselautomatique12 Cv932 000Dh,932000,800k - 1.5M,,50 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A6/a6-vi-ph1-50-tdi-s-edition-bva-286ch.htm,kifal.ma
432,AUDI,A6 Vi - Ph1 - 50 Tfsie Hybrid S Bva 299Chhybride Plug-Inautomatique11 Cv992 000Dh850 000Dh,992000,800k - 1.5M,,,HYBRID,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A6/a6-vi-ph1-50-tfsie-hybrid-s-bva-299ch.htm,kifal.ma
433,AUDI,A5,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/A5,kifal.ma
434,AUDI,A5 Iii - Ph1 - 2.0 Tdi Mhev Dynamic Bva 204Chdieselautomatique8 Cv580 000Dh,580000,500k - 800k,,2.0 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A5/a5-iii-ph1-2.0-tdi-mhev-dynamic-bva-204ch.htm,kifal.ma
435,AUDI,A5 Iii - Ph1 - 2.0 Tdi Mhev Business Bva 204Chdieselautomatique8 Cv630 000Dh,630000,500k - 800k,,2.0 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A5/a5-iii-ph1-2.0-tdi-mhev-business-bva-204ch.htm,kifal.ma
436,AUDI,A5 Iii - Ph1 - 2.0 Tdi Mhev S-Line Bva 204Chdieselautomatique8 Cv685 000Dh,685000,500k - 800k,,2.0 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A5/a5-iii-ph1-2.0-tdi-mhev-s-line-bva-204ch.htm,kifal.ma
437,AUDI,A5 Iii - Ph1 - 2.0 Tdi Mhev S-Edition Bva 204Chdieselautomatique8 Cv740 000Dh,740000,500k - 800k,,2.0 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/A5/a5-iii-ph1-2.0-tdi-mhev-s-edition-bva-204ch.htm,kifal.ma
438,AUDI,Q5 Sportbackpromo Jusqu'A 5 %,,Non spécifié,,,,,https://neuf.kifal.ma/AUDI/Q5%20SPORTBACK,kifal.ma
439,AUDI,Q5 Sportback I - Ph1 - 40 Tdi Sport Bva 204Chdieselautomatique8 Cv737 000Dh699 000Dh,737000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5%20SPORTBACK/q5-sportback-i-ph1-40-tdi-sport-bva-204ch.htm,kifal.ma
440,AUDI,Q5 Sportback I - Ph1 - 40 Tdi Sport + Bva 204Chdieselautomatique8 Cv771 000Dh,771000,500k - 800k,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5%20SPORTBACK/q5-sportback-i-ph1-40-tdi-sport-plus-bva-204ch.htm,kifal.ma
441,AUDI,Q5 Sportback I - Ph1 - 40 Tdi S-Line Bva 204Chdieselautomatique8 Cv825 000Dh,825000,800k - 1.5M,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5%20SPORTBACK/q5-sportback-i-ph1-40-tdi-s-line-bva-204ch.htm,kifal.ma
442,AUDI,Q5 Sportback I - Ph1 - 40 Tdi S-Line + Bva 204Chdieselautomatique8 Cv903 000Dh,903000,800k - 1.5M,,40 TDI,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/AUDI/Q5%20SPORTBACK/q5-sportback-i-ph1-40-tdi-s-line-plus-bva-204ch.htm,kifal.ma
443,AUDI,Politique De Confidentialite,,Non spécifié,,,,,https://neuf.kifal.ma/privacy-policy,kifal.ma
444,AUDI,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
445,AUDI,Contact@Kifal-Auto.Ma,,Non spécifié,,,,AUTOMATIQUE,"mailto:contact@kifal-auto.ma""",kifal.ma
446,AUDI,Trouver Voiture Neuf,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
447,AUDI,Trouver Voiture Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
448,AUDI,Reprise,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
449,AUDI,Financement,,Non spécifié,,,,,https://occasion.kifal.ma/credit-auto,kifal.ma
450,AUDI,Bmw,,Non spécifié,,,,,https://neuf.kifal.ma/BMW,kifal.ma
451,AUDI,Porsche,,Non spécifié,,,,,https://neuf.kifal.ma/PORSCHE,kifal.ma
452,AUDI,Jeep,,Non spécifié,,,,,https://neuf.kifal.ma/JEEP,kifal.ma
453,AUDI,Mini,,Non spécifié,,,,,https://neuf.kifal.ma/MINI,kifal.ma
454,AUDI,Volvo,,Non spécifié,,,,,https://neuf.kifal.ma/VOLVO,kifal.ma
455,AUDI,Lexus,,Non spécifié,,,,,https://neuf.kifal.ma/LEXUS,kifal.ma
456,AUDI,Maserati,,Non spécifié,,,,,https://neuf.kifal.ma/MASERATI,kifal.ma
457,AUDI,Cupra,,Non spécifié,,,,,https://neuf.kifal.ma/CUPRA,kifal.ma
458,AUDI,Ds,,Non spécifié,,,,,https://neuf.kifal.ma/DS,kifal.ma
459,AUDI,Kia,,Non spécifié,,,,,https://neuf.kifal.ma/KIA,kifal.ma
460,AUDI,Hyundai,,Non spécifié,,,,,https://neuf.kifal.ma/HYUNDAI,kifal.ma
461,AUDI,Volkswagen,,Non spécifié,,,,,https://neuf.kifal.ma/VOLKSWAGEN,kifal.ma
462,AUDI,Toyota,,Non spécifié,,,,,https://neuf.kifal.ma/TOYOTA,kifal.ma
463,AUDI,Dacia,,Non spécifié,,,,,https://neuf.kifal.ma/DACIA,kifal.ma
464,AUDI,Ford,,Non spécifié,,,,,https://neuf.kifal.ma/FORD,kifal.ma
465,AUDI,Peugeot,,Non spécifié,,,,,https://neuf.kifal.ma/PEUGEOT,kifal.ma
466,AUDI,Citroen,,Non spécifié,,,,,https://neuf.kifal.ma/CITROEN,kifal.ma
467,AUDI,Skoda,,Non spécifié,,,,,https://neuf.kifal.ma/SKODA,kifal.ma
468,AUDI,Fiat,,Non spécifié,,,,,https://neuf.kifal.ma/FIAT,kifal.ma
469,AUDI,C-Hr,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=C-HR,kifal.ma
470,AUDI,Docker,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Dokker,kifal.ma
471,AUDI,2008,,Non spécifié,2008,,,,https://neuf.kifal.ma/search?modele=2008,kifal.ma
472,AUDI,Duster,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=DUSTER,kifal.ma
473,AUDI,Giulia,,Non spécifié,,,,,https://neuf.kifal.ma/search?modele=Giulia,kifal.ma
474,BMW,07 01 07 07 27,,Non spécifié,,,,,tel:+212 7 01 07 07 27,kifal.ma
475,BMW,&Nbspachetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
476,BMW,Vendez Votre Voiture,,Non spécifié,,,,,https://occasion.kifal.ma/vendre,kifal.ma
477,BMW,العربية,,Non spécifié,,,,,https://neuf.kifal.ma/locale/ar,kifal.ma
478,BMW,Accueil,,Non spécifié,,,,,https://neuf.kifal.ma,kifal.ma
479,BMW,Recherche,,Non spécifié,,,,,https://neuf.kifal.ma/search,kifal.ma
480,BMW,0Comparer,,Non spécifié,,,,,javascript:;,kifal.ma
481,BMW,Achetez Une Voiture D'Occasion,,Non spécifié,,,,,https://occasion.kifal.ma/annonces,kifal.ma
482,BMW,"Angle Boulevard Chefchaouni Et Rte De Rabat, Business Center Yasmina, Casablanca 20000 ...",,Non spécifié,2000,,,,https://g.page/KIFALAUTO/?share,kifal.ma
483,BMW,Lundi -Samedi De 09:00 A 19:00,,Non spécifié,,,,,javascript:;,kifal.ma
484,BMW,Plus De Filtre,,Non spécifié,,,,,https://neuf.kifal.ma#collapseAdvanceSearch,kifal.ma
485,BMW,Serie 1,,Non spécifié,,,,,https://neuf.kifal.ma/BMW/S%C3%A9RIE%201,kifal.ma
486,BMW,Serie 1 Iv - Ph1 - 118I Style Bva 136Chessenceautomatique9 Cv334 000Dh,334000,300k - 500k,,,ESSENCE,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9RIE%201/serie-1-iv-ph1-118i-style-bva-136ch.htm,kifal.ma
487,BMW,Serie 1 Iv - Ph1 - 118D Privilege Bva 150Chdieselautomatique8 Cv396 500Dh,396500,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9RIE%201/serie-1-iv-ph1-118d-privilege-bva-150ch.htm,kifal.ma
488,BMW,Serie 1 Iv - Ph1 - 118 D Pack M Bva 150Chdieselautomatique8 Cv444 500Dh,444500,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9RIE%201/serie-1-iv-ph1-118-d-pack-m-bva-150ch.htm,kifal.ma
489,BMW,Serie 1 Iv - Ph1 - 118D M Édition Bva 150Chdieselautomatique8 Cv474 500Dh,474500,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9RIE%201/serie-1-iv-ph1-118d-m-%C3%A9dition-bva-150ch.htm,kifal.ma
490,BMW,Serie 2 Gran Coupepromo Jusqu'A 9 %,,Non spécifié,,,,,https://neuf.kifal.ma/BMW/S%C3%A9rie%202%20Gran%20Coup%C3%A9,kifal.ma
491,BMW,Serie 2 Gran Coupe Ii - Ph1 - 218D Privilege Bva 150Chdieselautomatique8 Cv446 000Dh,446000,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9rie%202%20Gran%20Coup%C3%A9/serie-2-gran-coupe-ii-ph1-218d-privilege-bva-150ch.htm,kifal.ma
492,BMW,Serie 2 Gran Coupe I - Ph1 - 218D Pack M Ltd Bva 150Chdieselautomatique8 Cv482 000Dh439 000Dh,482000,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9rie%202%20Gran%20Coup%C3%A9/serie-2-gran-coupe-i-ph1-218d-pack-m-ltd-bva-150ch.htm,kifal.ma
493,BMW,Serie 2 Gran Coupe Ii - Ph1 - 218D Pack M Bva 150Chdieselautomatique8 Cv504 000Dh,504000,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9rie%202%20Gran%20Coup%C3%A9/serie-2-gran-coupe-ii-ph1-218d-pack-m-bva-150ch.htm,kifal.ma
494,BMW,Serie 2 Gran Coupe Ii - Ph1 - 218D M Édition Bva 150Chdieselautomatique8 Cv532 000Dh,532000,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9rie%202%20Gran%20Coup%C3%A9/serie-2-gran-coupe-ii-ph1-218d-m-%C3%A9dition-bva-150ch.htm,kifal.ma
495,BMW,X1,,Non spécifié,,,,,https://neuf.kifal.ma/BMW/X1,kifal.ma
496,BMW,X1 Iii - Ph1 - Sdrive 18D Signature Bva 150Chdieselautomatique8 Cv476 500Dh,476500,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/X1/x1-iii-ph1-sdrive-18d-signature-bva-150ch.htm,kifal.ma
497,BMW,X1 Iii - Ph1 - Sdrive 18D Élegance Bva 150Chdieselautomatique8 Cv489 700Dh,489700,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/X1/x1-iii-ph1-sdrive-18d-%C3%A9legance-bva-150ch.htm,kifal.ma
498,BMW,X1 Iii - Ph1 - Sdrive 18D Xline Bva 150Chdieselautomatique8 Cv519 000Dh,519000,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/X1/x1-iii-ph1-sdrive-18d-xline-bva-150ch.htm,kifal.ma
499,BMW,X1 Iii - Ph1 - Sdrive 18D Pack M Bva 150Chdieselautomatique8 Cv556 000Dh,556000,500k - 800k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/X1/x1-iii-ph1-sdrive-18d-pack-m-bva-150ch.htm,kifal.ma
500,BMW,Serie 3,,Non spécifié,,,,,https://neuf.kifal.ma/BMW/S%C3%A9rie%203,kifal.ma
501,BMW,Serie 3 Vii - Ph2 - 318D Sport Bva 150Chdieselautomatique8 Cv489 700Dh,489700,300k - 500k,,,DIESEL,AUTOMATIQUE,https://neuf.kifal.ma/BMW/S%C3%A9rie%203/serie-3-vii-ph2-318d-sport-bva-150ch.htm,kifal.ma
